question,answer,context,id,task,direction,size
What is the minimum of Col 8?,1,csv/0-csv/arithmetic_587.csv,nt7249,arithmetic,col,"(8, 8)"
List all items in Row 3,"W,T,D,V,E,X,N,Z,O,A",csv/0-csv/item_5088.csv,nt7250,item,row,"(10, 10)"
What is the minimum of Row 5?,2,csv/0-csv/arithmetic_2861.csv,nt7251,arithmetic,row,"(6, 6)"
List all items in Row 2,"D,T,W,B,H,J",csv/0-csv/item_4396.csv,nt7252,item,row,"(6, 6)"
What is the minimum of Col 2?,2,csv/0-csv/arithmetic_2875.csv,nt7253,arithmetic,col,"(4, 4)"
List all items in Row 4,"L,I,G,U,Y,S,H,M",csv/0-csv/item_4382.csv,nt7254,item,row,"(8, 8)"
List all items in Row 3,"C,M,X,L",csv/0-csv/item_6595.csv,nt7255,item,row,"(4, 4)"
What is the maximum of Row 1?,10,csv/0-csv/arithmetic_593.csv,nt7256,arithmetic,row,"(10, 10)"
List all items in Row 3,"D,M,J,N,O,K,O,G,R,N,O,U",csv/0-csv/item_54.csv,nt7257,item,row,"(12, 12)"
List all items in Col 8,"V,Z,I,Q,U,I,H,D",csv/0-csv/item_5922.csv,nt7258,item,col,"(8, 8)"
List all items in Col 4,"N,M,T,T",csv/0-csv/item_2095.csv,nt7259,item,col,"(4, 4)"
What is the minimum of Col 1?,1,csv/0-csv/arithmetic_4551.csv,nt7260,arithmetic,col,"(6, 6)"
List all items in Row 1,"K,G,T,D,U,D",csv/0-csv/item_5711.csv,nt7261,item,row,"(6, 6)"
List all items in Col 4,"B,L,J,J",csv/0-csv/item_260.csv,nt7262,item,col,"(4, 4)"
What is the minimum of Row 3?,1,csv/0-csv/arithmetic_5897.csv,nt7263,arithmetic,row,"(8, 8)"
List all items in Row 4,"P,V,B,G",csv/0-csv/item_3360.csv,nt7264,item,row,"(4, 4)"
What is the minimum of Col 3?,8,csv/0-csv/arithmetic_2120.csv,nt7265,arithmetic,col,"(4, 4)"
What is the minimum of Col 2?,3,csv/0-csv/arithmetic_6346.csv,nt7266,arithmetic,col,"(6, 6)"
What is the minimum of Col 12?,1,csv/0-csv/arithmetic_1429.csv,nt7267,arithmetic,col,"(12, 12)"
List all items in Row 3,"F,I,D,K,F,I,T,M",csv/0-csv/item_1577.csv,nt7268,item,row,"(8, 8)"
List all items in Col 4,"K,P,M,K,E,X,G,W,U,C",csv/0-csv/item_6218.csv,nt7269,item,col,"(10, 10)"
What is the minimum of Row 7?,2,csv/0-csv/arithmetic_578.csv,nt7270,arithmetic,row,"(10, 10)"
List all items in Row 6,"S,P,S,J,S,S",csv/0-csv/item_1211.csv,nt7271,item,row,"(6, 6)"
What is the maximum of Col 1?,10,csv/0-csv/arithmetic_6420.csv,nt7272,arithmetic,col,"(4, 4)"
What is the minimum of Col 12?,1,csv/0-csv/arithmetic_5129.csv,nt7273,arithmetic,col,"(12, 12)"
List all items in Col 7,"O,C,N,Y,I,Q,Q,A,B,W,J,J",csv/0-csv/item_4369.csv,nt7274,item,col,"(12, 12)"
List all items in Col 1,"Q,R,H,M,U,Y",csv/0-csv/item_3406.csv,nt7275,item,col,"(6, 6)"
What is the minimum of Col 2?,1,csv/0-csv/arithmetic_2646.csv,nt7276,arithmetic,col,"(6, 6)"
List all items in Row 9,"J,D,I,R,C,R,F,D,M,W",csv/0-csv/item_2718.csv,nt7277,item,row,"(10, 10)"
List all items in Col 2,"C,A,J,T,D,J",csv/0-csv/item_506.csv,nt7278,item,col,"(6, 6)"
What is the maximum of Col 1?,8,csv/0-csv/arithmetic_3558.csv,nt7279,arithmetic,col,"(10, 10)"
What is the minimum of Col 7?,1,csv/0-csv/arithmetic_4237.csv,nt7280,arithmetic,col,"(8, 8)"
List all items in Col 6,"H,B,I,V,G,W,H,T",csv/0-csv/item_5077.csv,nt7281,item,col,"(8, 8)"
List all items in Col 5,"D,N,W,O,I,O,E,S",csv/0-csv/item_3412.csv,nt7282,item,col,"(8, 8)"
What is the maximum of Row 1?,10,csv/0-csv/arithmetic_2652.csv,nt7283,arithmetic,row,"(8, 8)"
List all items in Row 7,"P,R,C,B,H,J,T,Z",csv/0-csv/item_512.csv,nt7284,item,row,"(8, 8)"
What is the maximum of Row 2?,9,csv/0-csv/arithmetic_4223.csv,nt7285,arithmetic,row,"(10, 10)"
List all items in Col 2,"Q,U,G,W,Z,U,J,S,V,Q",csv/0-csv/item_5063.csv,nt7286,item,col,"(10, 10)"
List all items in Row 1,"R,Q,V,X",csv/0-csv/item_1205.csv,nt7287,item,row,"(4, 4)"
What is the maximum of Row 10?,9,csv/0-csv/arithmetic_6434.csv,nt7288,arithmetic,row,"(12, 12)"
What is the minimum of Row 3?,1,csv/0-csv/arithmetic_6352.csv,nt7289,arithmetic,row,"(8, 8)"
List all items in Col 1,"S,W,P,D,L,Z,Q,F,X,G",csv/0-csv/item_1563.csv,nt7290,item,col,"(10, 10)"
What is the minimum of Col 3?,3,csv/0-csv/arithmetic_4545.csv,nt7291,arithmetic,col,"(4, 4)"
List all items in Row 4,"E,F,F,R",csv/0-csv/item_5705.csv,nt7292,item,row,"(4, 4)"
What is the maximum of Row 6?,10,csv/0-csv/arithmetic_5883.csv,nt7293,arithmetic,row,"(10, 10)"
List all items in Col 10,"G,L,C,M,A,U,V,G,H,K,M,L",csv/0-csv/item_274.csv,nt7294,item,col,"(12, 12)"
List all items in Row 4,"H,T,P,E,C,G,P,R,V,Q,L,X",csv/0-csv/item_3374.csv,nt7295,item,row,"(12, 12)"
What is the minimum of Row 7?,1,csv/0-csv/arithmetic_2134.csv,nt7296,arithmetic,row,"(12, 12)"
List all items in Col 9,"R,P,T,X,F,E,M,B,W,K",csv/0-csv/item_83.csv,nt7297,item,col,"(10, 10)"
What is the minimum of Col 2?,3,csv/0-csv/arithmetic_1415.csv,nt7298,arithmetic,col,"(4, 4)"
What is the minimum of Row 2?,1,csv/0-csv/arithmetic_222.csv,nt7299,arithmetic,row,"(8, 8)"
List all items in Row 6,"P,G,J,Z,U,R,M,B,V,M,R,Y",csv/0-csv/item_6224.csv,nt7300,item,row,"(12, 12)"
What is the minimum of Row 4?,1,csv/0-csv/arithmetic_3202.csv,nt7301,arithmetic,row,"(8, 8)"
List all items in Row 3,"B,F,Y,Y,W,A,E,V",csv/0-csv/item_2042.csv,nt7302,item,row,"(8, 8)"
List all items in Row 9,"N,D,T,L,M,N,J,A,Q,K",csv/0-csv/item_4433.csv,nt7303,item,row,"(10, 10)"
What is the minimum of Row 2?,2,csv/0-csv/arithmetic_5673.csv,nt7304,arithmetic,row,"(10, 10)"
List all items in Col 4,"K,J,W,O",csv/0-csv/item_4355.csv,nt7305,item,col,"(4, 4)"
What is the maximum of Row 2?,9,csv/0-csv/arithmetic_5115.csv,nt7306,arithmetic,row,"(4, 4)"
What is the minimum of Col 4?,1,csv/0-csv/arithmetic_3564.csv,nt7307,arithmetic,col,"(12, 12)"
List all items in Col 5,"T,N,S,D,Q,L,L,I,Q,S,Y,S",csv/0-csv/item_2724.csv,nt7308,item,col,"(12, 12)"
List all items in Row 6,"K,V,N,M,O,W,B,O",csv/0-csv/item_6542.csv,nt7309,item,row,"(8, 8)"
What is the minimum of Row 4?,1,csv/0-csv/arithmetic_544.csv,nt7310,arithmetic,row,"(12, 12)"
What is the maximum of Row 6?,10,csv/0-csv/arithmetic_1373.csv,nt7311,arithmetic,row,"(10, 10)"
List all items in Row 4,"K,B,W,E,R,G",csv/0-csv/item_6556.csv,nt7312,item,row,"(6, 6)"
List all items in Col 6,"L,L,K,W,F,J,Q,C,O,V,P,V",csv/0-csv/item_1239.csv,nt7313,item,col,"(12, 12)"
What is the minimum of Col 2?,4,csv/0-csv/arithmetic_550.csv,nt7314,arithmetic,col,"(4, 4)"
What is the minimum of Row 7?,1,csv/0-csv/arithmetic_1367.csv,nt7315,arithmetic,row,"(8, 8)"
What is the maximum of Row 6?,9,csv/0-csv/arithmetic_6408.csv,nt7316,arithmetic,row,"(10, 10)"
List all items in Row 6,"J,V,A,I,K,N",csv/0-csv/item_4341.csv,nt7317,item,row,"(6, 6)"
What is the minimum of Row 3?,3,csv/0-csv/arithmetic_5101.csv,nt7318,arithmetic,row,"(6, 6)"
What is the maximum of Row 1?,9,csv/0-csv/arithmetic_3570.csv,nt7319,arithmetic,row,"(4, 4)"
List all items in Col 4,"G,H,H,D",csv/0-csv/item_2730.csv,nt7320,item,col,"(4, 4)"
List all items in Col 7,"U,Y,E,X,E,O,R,C,B,U,I,P",csv/0-csv/item_5739.csv,nt7321,item,col,"(12, 12)"
What is the minimum of Col 4?,2,csv/0-csv/arithmetic_4579.csv,nt7322,arithmetic,col,"(12, 12)"
What is the maximum of Col 3?,9,csv/0-csv/arithmetic_3216.csv,nt7323,arithmetic,col,"(6, 6)"
List all items in Col 1,"M,Q,T,G,B,K",csv/0-csv/item_2056.csv,nt7324,item,col,"(6, 6)"
List all items in Row 1,"W,L,T,B,I,A,U,I,G,Q",csv/0-csv/item_248.csv,nt7325,item,row,"(10, 10)"
What is the maximum of Row 8?,10,csv/0-csv/arithmetic_2108.csv,nt7326,arithmetic,row,"(10, 10)"
List all items in Row 4,"P,B,V,T,G,R,G,F,J,D",csv/0-csv/item_3348.csv,nt7327,item,row,"(10, 10)"
List all items in Col 2,"E,X,X,D,X,S,P,P",csv/0-csv/item_4427.csv,nt7328,item,col,"(8, 8)"
What is the minimum of Row 2?,3,csv/0-csv/arithmetic_5667.csv,nt7329,arithmetic,row,"(8, 8)"
List all items in Col 1,"R,A,X,N,S,W,T,T",csv/0-csv/item_97.csv,nt7330,item,col,"(8, 8)"
What is the maximum of Row 6?,7,csv/0-csv/arithmetic_1401.csv,nt7331,arithmetic,row,"(6, 6)"
What is the minimum of Col 2?,2,csv/0-csv/arithmetic_236.csv,nt7332,arithmetic,col,"(6, 6)"
List all items in Col 3,"O,W,N,F",csv/0-csv/item_6230.csv,nt7333,item,col,"(4, 4)"
What is the minimum of Row 12?,1,csv/0-csv/arithmetic_6839.csv,nt7334,arithmetic,row,"(12, 12)"
What is the maximum of Col 1?,8,csv/0-csv/arithmetic_961.csv,nt7335,arithmetic,col,"(6, 6)"
List all items in Row 5,"E,U,Q,G,B,W,K,G",csv/0-csv/item_6967.csv,nt7336,item,row,"(8, 8)"
What is the minimum of Col 6?,1,csv/0-csv/arithmetic_2487.csv,nt7337,arithmetic,col,"(8, 8)"
What is the minimum of Row 5?,1,csv/0-csv/arithmetic_3941.csv,nt7338,arithmetic,row,"(6, 6)"
What is the maximum of Col 8?,10,csv/0-csv/arithmetic_3799.csv,nt7339,arithmetic,col,"(12, 12)"
List all items in Row 5,"C,K,X,L,L,C",csv/0-csv/item_4816.csv,nt7340,item,row,"(6, 6)"
What is the minimum of Row 4?,2,csv/0-csv/arithmetic_4790.csv,nt7341,arithmetic,row,"(4, 4)"
What is the minimum of Row 6?,1,csv/0-csv/arithmetic_4948.csv,nt7342,arithmetic,row,"(10, 10)"
What is the maximum of Col 2?,9,csv/0-csv/arithmetic_6187.csv,nt7343,arithmetic,col,"(8, 8)"
What is the maximum of Col 3?,9,csv/0-csv/arithmetic_1830.csv,nt7344,arithmetic,col,"(4, 4)"
What is the maximum of Col 8?,10,csv/0-csv/arithmetic_6193.csv,nt7345,arithmetic,col,"(10, 10)"
What is the maximum of Row 8?,10,csv/0-csv/arithmetic_1824.csv,nt7346,arithmetic,row,"(12, 12)"
List all items in Row 6,"K,Y,N,Z,D,C,A,N",csv/0-csv/item_4802.csv,nt7347,item,row,"(8, 8)"
What is the maximum of Row 2?,10,csv/0-csv/arithmetic_4784.csv,nt7348,arithmetic,row,"(12, 12)"
What is the maximum of Col 4?,9,csv/0-csv/arithmetic_2493.csv,nt7349,arithmetic,col,"(10, 10)"
What is the minimum of Col 2?,5,csv/0-csv/arithmetic_3955.csv,nt7350,arithmetic,col,"(4, 4)"
What is the minimum of Col 1?,3,csv/0-csv/arithmetic_975.csv,nt7351,arithmetic,col,"(4, 4)"
List all items in Col 3,"R,O,D,C,U,X,U,S,B,G",csv/0-csv/item_6973.csv,nt7352,item,col,"(10, 10)"
List all items in Col 6,"U,Q,U,H,Q,X,E,M,E,P",csv/0-csv/item_923.csv,nt7353,item,col,"(10, 10)"
List all items in Col 1,"P,D,M,Z,P,E,X,U,U,V,S,Q",csv/0-csv/item_4194.csv,nt7354,item,col,"(12, 12)"
List all items in Col 2,"N,A,Y,G,L,D,Z,W,B,U",csv/0-csv/item_3823.csv,nt7355,item,col,"(10, 10)"
What is the minimum of Col 4?,2,csv/0-csv/arithmetic_785.csv,nt7356,arithmetic,col,"(4, 4)"
What is the maximum of Col 3?,9,csv/0-csv/arithmetic_6805.csv,nt7357,arithmetic,col,"(4, 4)"
List all items in Col 4,"F,Y,Q,D,R,K,P,D,G,X",csv/0-csv/item_6783.csv,nt7358,item,col,"(10, 10)"
List all items in Row 2,"X,T,J,L,W,L,I,P",csv/0-csv/item_1952.csv,nt7359,item,row,"(8, 8)"
List all items in Col 7,"U,L,W,K,N,Q,R,R,C,G",csv/0-csv/item_2283.csv,nt7360,item,col,"(10, 10)"
What is the maximum of Col 8?,10,csv/0-csv/arithmetic_4974.csv,nt7361,arithmetic,col,"(12, 12)"
List all items in Row 7,"X,E,R,C,U,T,L,A",csv/0-csv/item_2297.csv,nt7362,item,row,"(8, 8)"
List all items in Col 8,"F,J,W,O,G,E,F,L,T,O,V,U",csv/0-csv/item_3189.csv,nt7363,item,col,"(12, 12)"
What is the maximum of Row 1?,9,csv/0-csv/arithmetic_4960.csv,nt7364,arithmetic,row,"(4, 4)"
List all items in Col 3,"C,B,Y,P,Y,B",csv/0-csv/item_1946.csv,nt7365,item,col,"(6, 6)"
What is the maximum of Row 10?,10,csv/0-csv/arithmetic_1818.csv,nt7366,arithmetic,row,"(10, 10)"
What is the minimum of Col 3?,2,csv/0-csv/arithmetic_791.csv,nt7367,arithmetic,col,"(6, 6)"
What is the maximum of Col 5?,9,csv/0-csv/arithmetic_6811.csv,nt7368,arithmetic,col,"(6, 6)"
List all items in Col 8,"T,J,L,P,E,G,N,N",csv/0-csv/item_6797.csv,nt7369,item,col,"(8, 8)"
What is the maximum of Col 7?,10,csv/0-csv/arithmetic_949.csv,nt7370,arithmetic,col,"(12, 12)"
List all items in Row 8,"V,X,W,W,D,D,U,M",csv/0-csv/item_937.csv,nt7371,item,row,"(8, 8)"
What is the minimum of Col 6?,1,csv/0-csv/arithmetic_3969.csv,nt7372,arithmetic,col,"(12, 12)"
List all items in Col 4,"W,X,F,F",csv/0-csv/item_4180.csv,nt7373,item,col,"(4, 4)"
List all items in Col 3,"I,F,W,D,K,X,T,Z",csv/0-csv/item_3837.csv,nt7374,item,col,"(8, 8)"
List all items in Col 1,"M,Q,B,X",csv/0-csv/item_5275.csv,nt7375,item,col,"(4, 4)"
What is the minimum of Col 1?,5,csv/0-csv/arithmetic_4035.csv,nt7376,arithmetic,col,"(4, 4)"
List all items in Col 5,"V,P,A,F,D,J,C,R,K,U,B,C",csv/0-csv/item_704.csv,nt7377,item,col,"(12, 12)"
What is the minimum of Col 10?,1,csv/0-csv/arithmetic_2444.csv,nt7378,arithmetic,col,"(12, 12)"
List all items in Row 10,"G,U,I,X,P,T,K,L,B,L,Q,R",csv/0-csv/item_3604.csv,nt7379,item,row,"(12, 12)"
What is the minimum of Row 4?,1,csv/0-csv/arithmetic_3982.csv,nt7380,arithmetic,row,"(8, 8)"
What is the minimum of Col 5?,2,csv/0-csv/arithmetic_6622.csv,nt7381,arithmetic,col,"(8, 8)"
List all items in Col 10,"R,P,S,J,N,J,D,L,B,M",csv/0-csv/item_1013.csv,nt7382,item,col,"(10, 10)"
List all items in Col 2,"F,G,B,R",csv/0-csv/item_1775.csv,nt7383,item,col,"(4, 4)"
What is the maximum of Row 5?,10,csv/0-csv/arithmetic_6144.csv,nt7384,arithmetic,row,"(12, 12)"
What is the minimum of Col 4?,1,csv/0-csv/arithmetic_2322.csv,nt7385,arithmetic,col,"(8, 8)"
List all items in Row 3,"H,P,D,T,I,E,G,Q",csv/0-csv/item_3162.csv,nt7386,item,row,"(8, 8)"
List all items in Row 6,"Q,O,F,C,P,X,I,A,K,H",csv/0-csv/item_5513.csv,nt7387,item,row,"(10, 10)"
What is the minimum of Col 1?,1,csv/0-csv/arithmetic_4753.csv,nt7388,arithmetic,col,"(10, 10)"
List all items in Row 8,"E,Q,H,C,J,F,D,O,Y,Q,Q,R",csv/0-csv/item_4619.csv,nt7389,item,row,"(12, 12)"
What is the maximum of Row 5?,10,csv/0-csv/arithmetic_5459.csv,nt7390,arithmetic,row,"(12, 12)"
What is the minimum of Row 6?,1,csv/0-csv/arithmetic_2336.csv,nt7391,arithmetic,row,"(6, 6)"
List all items in Col 2,"Z,T,Q,I,H,W",csv/0-csv/item_3176.csv,nt7392,item,col,"(6, 6)"
What is the minimum of Row 1?,4,csv/0-csv/arithmetic_3028.csv,nt7393,arithmetic,row,"(10, 10)"
List all items in Col 10,"Q,H,S,U,U,X,S,J,O,L",csv/0-csv/item_2268.csv,nt7394,item,col,"(10, 10)"
List all items in Row 2,"D,T,E,Q,L,Y,Q,F",csv/0-csv/item_5507.csv,nt7395,item,row,"(8, 8)"
What is the minimum of Col 7?,1,csv/0-csv/arithmetic_4747.csv,nt7396,arithmetic,col,"(8, 8)"
List all items in Row 6,"J,F,T,P,P,O",csv/0-csv/item_1761.csv,nt7397,item,row,"(6, 6)"
What is the minimum of Row 4?,1,csv/0-csv/arithmetic_6150.csv,nt7398,arithmetic,row,"(4, 4)"
What is the maximum of Row 3?,10,csv/0-csv/arithmetic_6636.csv,nt7399,arithmetic,row,"(6, 6)"
What is the maximum of Col 1?,10,csv/0-csv/arithmetic_1159.csv,nt7400,arithmetic,col,"(12, 12)"
List all items in Row 4,"D,O,V,F,E,B,I,M",csv/0-csv/item_1007.csv,nt7401,item,row,"(8, 8)"
List all items in Row 5,"Q,K,K,F,W,O,B,Y,L,T",csv/0-csv/item_6768.csv,nt7402,item,row,"(10, 10)"
List all items in Col 1,"K,I,W,Q,K,D",csv/0-csv/item_5261.csv,nt7403,item,col,"(6, 6)"
What is the maximum of Row 5?,6,csv/0-csv/arithmetic_4021.csv,nt7404,arithmetic,row,"(6, 6)"
List all items in Row 3,"C,W,D,S",csv/0-csv/item_710.csv,nt7405,item,row,"(4, 4)"
What is the minimum of Row 2?,2,csv/0-csv/arithmetic_2450.csv,nt7406,arithmetic,row,"(4, 4)"
List all items in Row 1,"A,H,D,D",csv/0-csv/item_3610.csv,nt7407,item,row,"(4, 4)"
What is the minimum of Col 1?,6,csv/0-csv/arithmetic_3996.csv,nt7408,arithmetic,col,"(6, 6)"
What is the minimum of Row 6?,2,csv/0-csv/arithmetic_1171.csv,nt7409,arithmetic,row,"(6, 6)"
List all items in Col 3,"Q,H,R,V,K,W,R,Z,G,Q",csv/0-csv/item_6998.csv,nt7410,item,col,"(10, 10)"
What is the minimum of Row 4?,2,csv/0-csv/arithmetic_746.csv,nt7411,arithmetic,row,"(6, 6)"
List all items in Col 4,"R,Z,V,Y",csv/0-csv/item_6740.csv,nt7412,item,col,"(4, 4)"
What is the minimum of Row 2?,1,csv/0-csv/arithmetic_4009.csv,nt7413,arithmetic,row,"(12, 12)"
List all items in Row 4,"I,Y,J,S,J,J,J,P,O,L,C,D",csv/0-csv/item_5249.csv,nt7414,item,row,"(12, 12)"
List all items in Col 9,"D,H,G,V,Z,K,V,L,D,U",csv/0-csv/item_738.csv,nt7415,item,col,"(10, 10)"
List all items in Row 1,"N,J,V,Z,M,E",csv/0-csv/item_2526.csv,nt7416,item,row,"(6, 6)"
What is the minimum of Row 5?,2,csv/0-csv/arithmetic_3766.csv,nt7417,arithmetic,row,"(6, 6)"
List all items in Row 8,"Y,B,L,H,J,B,A,Z,P,O",csv/0-csv/item_3638.csv,nt7418,item,row,"(10, 10)"
What is the minimum of Row 5?,1,csv/0-csv/arithmetic_2478.csv,nt7419,arithmetic,row,"(10, 10)"
What is the maximum of Row 1?,9,csv/0-csv/arithmetic_5317.csv,nt7420,arithmetic,row,"(8, 8)"
List all items in Col 4,"Q,S,J,X,K,H,M,D",csv/0-csv/item_4157.csv,nt7421,item,col,"(8, 8)"
What is the minimum of Col 6?,1,csv/0-csv/arithmetic_5471.csv,nt7422,arithmetic,col,"(6, 6)"
List all items in Col 1,"V,D,M,U,B,Z",csv/0-csv/item_4631.csv,nt7423,item,col,"(6, 6)"
List all items in Row 4,"R,A,R,L",csv/0-csv/item_2240.csv,nt7424,item,row,"(4, 4)"
What is the maximum of Col 2?,8,csv/0-csv/arithmetic_3000.csv,nt7425,arithmetic,col,"(4, 4)"
List all items in Row 2,"W,B,A,L,R,O",csv/0-csv/item_6026.csv,nt7426,item,row,"(6, 6)"
List all items in Row 4,"O,B,U,V,J,M,R,G,C,P,D,H",csv/0-csv/item_1749.csv,nt7427,item,row,"(12, 12)"
What is the minimum of Row 5?,3,csv/0-csv/arithmetic_1617.csv,nt7428,arithmetic,row,"(8, 8)"
List all items in Row 3,"J,S,U,W,E,F",csv/0-csv/item_1991.csv,nt7429,item,row,"(6, 6)"
What is the maximum of Row 4?,9,csv/0-csv/arithmetic_6178.csv,nt7430,arithmetic,row,"(10, 10)"
List all items in Col 7,"G,J,M,U,C,V,H,Z",csv/0-csv/item_6032.csv,nt7431,item,col,"(8, 8)"
What is the minimum of Col 10?,1,csv/0-csv/arithmetic_1603.csv,nt7432,arithmetic,col,"(10, 10)"
List all items in Row 4,"S,C,G,A",csv/0-csv/item_1985.csv,nt7433,item,row,"(4, 4)"
What is the maximum of Col 4?,10,csv/0-csv/arithmetic_5465.csv,nt7434,arithmetic,col,"(4, 4)"
List all items in Col 2,"J,G,H,R",csv/0-csv/item_4625.csv,nt7435,item,col,"(4, 4)"
List all items in Col 6,"H,E,Q,F,Q,R,L,T,O,C,L,I",csv/0-csv/item_2254.csv,nt7436,item,col,"(12, 12)"
What is the maximum of Row 6?,9,csv/0-csv/arithmetic_3014.csv,nt7437,arithmetic,row,"(12, 12)"
List all items in Col 2,"L,U,M,C,R,U,Y,C",csv/0-csv/item_2532.csv,nt7438,item,col,"(8, 8)"
What is the maximum of Row 6?,10,csv/0-csv/arithmetic_3772.csv,nt7439,arithmetic,row,"(8, 8)"
What is the maximum of Row 2?,10,csv/0-csv/arithmetic_5303.csv,nt7440,arithmetic,row,"(10, 10)"
List all items in Col 2,"X,S,N,P,L,X,L,T,S,M",csv/0-csv/item_4143.csv,nt7441,item,col,"(10, 10)"
What is the minimum of Row 4?,1,csv/0-csv/arithmetic_1165.csv,nt7442,arithmetic,row,"(4, 4)"
What is the maximum of Col 2?,10,csv/0-csv/arithmetic_752.csv,nt7443,arithmetic,col,"(8, 8)"
List all items in Col 2,"E,W,S,P,K,T,Y,J,J,D,P,N",csv/0-csv/item_6754.csv,nt7444,item,col,"(12, 12)"
What is the maximum of Row 2?,8,csv/0-csv/arithmetic_3015.csv,nt7445,arithmetic,row,"(4, 4)"
List all items in Col 3,"I,R,F,C",csv/0-csv/item_2255.csv,nt7446,item,col,"(4, 4)"
List all items in Col 3,"W,S,B,F,K,R,P,F,W,P,R,A",csv/0-csv/item_4624.csv,nt7447,item,col,"(12, 12)"
What is the minimum of Row 12?,1,csv/0-csv/arithmetic_5464.csv,nt7448,arithmetic,row,"(12, 12)"
List all items in Row 5,"L,T,B,O,T,N,S,Q,B,S,C,Q",csv/0-csv/item_1984.csv,nt7449,item,row,"(12, 12)"
What is the maximum of Col 1?,9,csv/0-csv/arithmetic_1602.csv,nt7450,arithmetic,col,"(8, 8)"
List all items in Row 7,"U,E,U,N,H,R,U,D,M,A",csv/0-csv/item_6033.csv,nt7451,item,row,"(10, 10)"
List all items in Col 1,"X,D,C,X",csv/0-csv/item_6755.csv,nt7452,item,col,"(4, 4)"
What is the maximum of Col 4?,10,csv/0-csv/arithmetic_753.csv,nt7453,arithmetic,col,"(10, 10)"
What is the maximum of Col 9?,9,csv/0-csv/arithmetic_1164.csv,nt7454,arithmetic,col,"(12, 12)"
List all items in Col 1,"V,X,W,U,M,R,D,K",csv/0-csv/item_4142.csv,nt7455,item,col,"(8, 8)"
What is the minimum of Row 1?,1,csv/0-csv/arithmetic_5302.csv,nt7456,arithmetic,row,"(8, 8)"
What is the minimum of Col 4?,2,csv/0-csv/arithmetic_3773.csv,nt7457,arithmetic,col,"(10, 10)"
List all items in Row 3,"G,W,E,F,R,K,M,U,Y,W",csv/0-csv/item_2533.csv,nt7458,item,row,"(10, 10)"
List all items in Col 4,"X,K,C,R,F,U",csv/0-csv/item_4156.csv,nt7459,item,col,"(6, 6)"
What is the maximum of Col 4?,9,csv/0-csv/arithmetic_5316.csv,nt7460,arithmetic,col,"(6, 6)"
What is the maximum of Row 6?,9,csv/0-csv/arithmetic_2479.csv,nt7461,arithmetic,row,"(12, 12)"
List all items in Row 4,"Y,S,V,K,M,T,A,Q,Y,O,T,S",csv/0-csv/item_3639.csv,nt7462,item,row,"(12, 12)"
What is the minimum of Row 7?,5,csv/0-csv/arithmetic_3767.csv,nt7463,arithmetic,row,"(8, 8)"
List all items in Col 1,"C,M,P,L,L,D,R,E",csv/0-csv/item_2527.csv,nt7464,item,col,"(8, 8)"
List all items in Col 2,"H,T,K,V,T,J,J,O,G,W,I,K",csv/0-csv/item_739.csv,nt7465,item,col,"(12, 12)"
List all items in Col 4,"U,B,Z,P,V,D,T,X,Y,B",csv/0-csv/item_5248.csv,nt7466,item,col,"(10, 10)"
What is the maximum of Row 10?,10,csv/0-csv/arithmetic_4008.csv,nt7467,arithmetic,row,"(10, 10)"
List all items in Col 3,"R,A,C,H,X,Z",csv/0-csv/item_6741.csv,nt7468,item,col,"(6, 6)"
What is the minimum of Row 2?,2,csv/0-csv/arithmetic_747.csv,nt7469,arithmetic,row,"(8, 8)"
What is the maximum of Row 2?,10,csv/0-csv/arithmetic_1170.csv,nt7470,arithmetic,row,"(4, 4)"
List all items in Row 6,"N,E,M,Z,M,C,J,X,O,X,T,N",csv/0-csv/item_6999.csv,nt7471,item,row,"(12, 12)"
List all items in Row 1,"O,O,U,A",csv/0-csv/item_1990.csv,nt7472,item,row,"(4, 4)"
What is the maximum of Col 8?,9,csv/0-csv/arithmetic_6179.csv,nt7473,arithmetic,col,"(12, 12)"
What is the minimum of Row 6?,4,csv/0-csv/arithmetic_1616.csv,nt7474,arithmetic,row,"(6, 6)"
List all items in Row 9,"N,X,M,O,F,Z,A,M,V,T",csv/0-csv/item_1748.csv,nt7475,item,row,"(10, 10)"
List all items in Col 1,"J,Y,L,P,F,P,G,D",csv/0-csv/item_6027.csv,nt7476,item,col,"(8, 8)"
What is the maximum of Row 5?,8,csv/0-csv/arithmetic_3001.csv,nt7477,arithmetic,row,"(6, 6)"
List all items in Col 4,"G,A,N,A,D,T",csv/0-csv/item_2241.csv,nt7478,item,col,"(6, 6)"
List all items in Col 2,"X,H,Z,M",csv/0-csv/item_4630.csv,nt7479,item,col,"(4, 4)"
What is the maximum of Col 1?,9,csv/0-csv/arithmetic_5470.csv,nt7480,arithmetic,col,"(4, 4)"
What is the minimum of Row 5?,1,csv/0-csv/arithmetic_6151.csv,nt7481,arithmetic,row,"(6, 6)"
List all items in Row 3,"I,P,O,R",csv/0-csv/item_1760.csv,nt7482,item,row,"(4, 4)"
What is the minimum of Col 1?,2,csv/0-csv/arithmetic_4746.csv,nt7483,arithmetic,col,"(6, 6)"
List all items in Row 3,"S,Z,Y,J,C,D",csv/0-csv/item_5506.csv,nt7484,item,row,"(6, 6)"
List all items in Row 4,"A,Y,M,G,U,R,Z,S,E,Q,I,D",csv/0-csv/item_2269.csv,nt7485,item,row,"(12, 12)"
